courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
61,31883,单选题,4,洋务派兴办的民用工业，经营方式多数采取(),官办,商办,官商合办,官督商办,D
61,40333,单选题,4,标志着中国新民主主义革命开端的是(),辛亥革命,五四运动,中国共产党的成立,新文化运动,B
61,55280,单选题,4,1979年，邓小平在中央理论工作务虚会上首次明确提出，必须坚持(),拨乱反正,四项基本原则,解放思想,以经济建设为中心,B
61,40529,单选题,4,从组织上确立了党领导军队的原则，成为建设无产阶级领导的新型人民军队的重要开端的事件是:(),秋收起义,三湾改编,古田会议,南昌起义,B
61,40321,单选题,4,将毛泽东思想规定为党的一切工作指针的会议是(),中国共产党七大,中共六届六中全会,中共七届二中全会,中共六届七中全会,A
61,40430,单选题,4,维新派主张用()代替君主专制制度。,君主立宪制,民主共和制,人民民主专政制度,多党制,A
61,31917,单选题,4,清末资产阶级立宪派发动的国会请愿运动目的在于(),反对成立“皇族内阁”,反对“铁路干线国有”政策,迫使清政府速开国会,迫使清政府宣布“预备立宪”,C
61,31888,单选题,4,中国近代史上的“百日维新”发生在(),1878年,1888年,1898年,1908年,C
61,40667,单选题,4,1978年，我国开展的一场马克思主义思想解放运动是(),揭批“四人帮”,关于真理标准问题的大讨论,平反冤假错案,关于社会主义市场经济问题的大讨论,B
61,31936,单选题,4,“中国现有的各政党，只有国民党比较是革命的民主派，比较是真的民主派”，中共提出这一论断的主要依据是当时(),国民党代表资产阶级和小资产阶级,国民党建立了革命根据地和军队,其领袖孙中山站在无产阶级立场上,孙中山领导国民党进行不屈不挠的反帝反封建斗争,D
61,55318,单选题,4,在民主革命时期，知识分子走向社会与工农群众结合开始于(),戊戌变法时期,五四运动时期,五卅运动期间,一二·九运动期间,B
61,40572,单选题,4,抗日战争末期任日本中国派遣军总司令官的是(),土肥原贤二,冈村宁次,河本大作,山本五十六,B
61,40650,单选题,4,《关于全面深化改革若干重大问题的决定》是在()上审议通过的。,十八届二中全会,十八届三中全会,十八届四中全会,十八届五中全会,B
61,40598,单选题,4,1946年，中共决定将减租减息政策改为实现“耕者有其田”政策的文件是(),《井冈山土地法》,《兴国土地法》,《关于清算、减租及土地问题的指示》,《中国土地法大纲》,C
61,40521,单选题,4,中华苏维埃第一次全国代表大会选举产生的中华苏维埃共和国临时中央政府主席是(),朱德,毛泽东,周恩来,陈毅,B
61,40532,单选题,4,大革命失败后，湘赣边界秋收起义的时间是(),1927年8月7日,1927年9月9日,1927年8月1日,1927年12月11日,B
61,40330,单选题,4,《资政新篇》与《天朝田亩制度》相比，二者的共同点是(),体现了反封建精神,体现了反对外来侵略精神,反映了广大农民的迫切愿望,具有资本主义色彩,A
61,40337,单选题,4,俄国十月革命爆发的时间是(),1916年10月7日,1917年11月7日,1918年10月8日,1919年5月4日,B
61,40442,单选题,4,1905年11月，孙中山在《民报》发刊词中将中国同盟会的政治纲领概括为(),创立民国、平均地权,驱除鞑虏、恢复中华、创立合众政府,民族主义、民权主义、民生主义,联俄、联共、扶助农工,C
61,31898,单选题,4,左宗棠开办的近代军事工业是(),湖北织布局  ,继昌隆缫丝厂  ,福州船政局  ,天津机器局,C
61,40502,单选题,4,毛泽东提出“工农武装割据”思想的著作是(),《战争和战略问题》,《星星之火，可以燎原》,《中国的红色政权为什么能够存在？》,《反对本本主义》,C
61,40540,单选题,4,1930年6月至9月的第二次“左”倾冒险主义错误的代表是(),瞿秋白,李立三,王明,张国焘,B
61,40327,单选题,4,资本-帝国主义列强在中国设立的最早的租界是在(),广州,南京,上海,福州,C
61,40509,单选题,4,土地革命的目的是消灭封建地主的土地私有制，使土地归()所有。,农民,政府,无产阶级,资产阶级,A
