courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
68,27979,单选题,4,&nbsp;2017年博鳌亚洲论坛年会的主题是（ ）,直面全球化与自由贸易的未来,亚洲新未来：新活力与新愿景,亚洲新未来:迈向命运共同体,寻找和释放发展新动力,A
68,64761,单选题,3,《中华人民共和国民族区域自治实施纲要》是（）公布的。,1951年2月,1952年8月,1954年6月,,B
68,27697,单选题,4,保证（ ）是头等大事。,国家安全,文化安全,政治安全,经济安全,A
68,26190,单选题,4,社会主义制度确立后，党面临的一个崭新课题是，在中国这样一个经济文化比较落后的东方大国如何（&nbsp;&nbsp;&nbsp;）。&nbsp;,解放生产力 ,发展生产力,进行社会主义革命   ,建设和巩固社会主义,D
68,27703,单选题,4,&nbsp;党的十八大提出的“两个百年奋斗目标”，具体是指中国共产党成立100年时全面建成小康社会和（）建成富裕民主文明和谐的社会主义现代化国家。,改革开放100年时,新中国成立100年时,抗日战争胜利100年时,解放战争胜利100年时,B
68,64858,单选题,3,"我国在社会主义改造中,对资本主义工商业改造采取了（）的政策。",加工订货、经销代销、公私合营,利用、限制、改造,团结、帮助、合作,,B
68,64886,单选题,3,在中共七大会议上，毛泽东作了（）的政治报告。,《论统一战线》,《关于修改党的章程》,《论联合政府》,,C
68,64912,单选题,3,1979年4月5日，李先念中共中央政治局会议上作了《关于国民经济调整问题的报告》，并提出了（）八字方针。,调整、改革、整顿、提高,调整、巩固、充实、提高,调整、改革、充实、提高,,A
68,64904,单选题,3,党的十一届三中全会在坚持实事求是地解决历史遗留问题的同时，明确指出，党中央在理论战线的崇高任务，就是领导、教育全党和全国人民历史地、科学地认识（）。,资本主义和社会主义，以及资本主义必然灭亡，社会主义必然代替资本主义的历史大势,毛泽东同志的伟大功绩，完整地、准确地掌握毛泽东思想的科学体系，把马列主义、毛泽东思想的普遍原理同社会主义现代化建设的具体实践结合起来，并在新的历史条件下加以发展,我国社会这一现代化建设的客观规律，以及建设有中国特色社会主义理论的深刻内涵,,B
68,64892,单选题,3,中国共产党在长期奋斗中形成的三大作风是（）,独立自主，艰苦奋斗，勤俭建国,惩前毖后，治病救人，加强团结,理论和实际结合的作风，密切联系群众的作风，自我批评的作风,,C
