courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
59,52325,单选题,4,2016年6月3日，二十国集团（G20）农业部长会议在（ ）成功召开。农业部部长韩长赋转达了习近平主席对会议召开的祝贺。,西安,重庆,成都,武汉,A
59,28065,单选题,4,2013年6月13日，中共中央总书记习近平在北京人民大会堂会见中国国民党荣誉主席吴伯雄时，就坚定不移走两岸关系和平发展道路提出（ ）点意见。,3,4,5,6,B
59,51364,单选题,4,甲的儿子因高考未达到国家录取分数线，便找到市教育局局长乙(党员)，希望他能够提供帮助，并送出2万元，乙应允。后来事情未办成，乙因害怕将2万元如数退还。下列说法正确的是：（ ）,乙的行为不构成受贿罪，不应受到处分,乙的行为构成受贿罪(既遂)，应当处以开除党籍处分,乙的行为构成受贿罪(未遂)，因判处缓刑应处以留党察看处分,乙的行为构成受贿罪(中止)，不应追究刑事责任，应处以撤销党内职务处分,B
59,42009,单选题,4,历史和实践昭示我们：只有社会主义才能救中国，只有 （ ）才能发展中国。,空想社会主义,中国特色社会主义,社会主义,科学社会主义,B
59,24926,单选题,4,第二次世界大战结束之后，（ ）成为主导和核心，特别是1946年美国研制出世界上第一台电子数字计算机，开辟了人类发展史上的新纪元。,蒸汽,电子技术,电力,数字技术,B
59,42000,单选题,4,2013年6月，中共中央政治局召开专门会议，对照检查中央八项规定落实情况讨论研究深化改进作风举措，习近平提出，要以（ ）和法治方法抓作风建设，实现作风建设制度化、规范化、常态化。,法治思维,人治思维,规章制度,法治手段,A
59,51544,单选题,4,全面加强党的领导和党的建设，推动全党尊崇（ ）,宪法,党章,法律,中央,B
59,50930,单选题,4,2017年，习近平在中国共产党第十八届中央纪律检查委员会第七次全体会议上指出，经过全党共同努力，（ ）的制度日益完善。,不能腐,不敢腐,不想腐,不用腐,A
59,51512,单选题,4,美国前总统奥巴马在接受记者采访时表示，“中国搭了30年的便车了，且一直没有什么问题，没有人指望他们做任何事情”，这是（ ）的论调。,“中国不负责论”,“中国崩溃论”,“中国威胁论”,“中国搭便车论”,D
59,52006,单选题,4,中国革命、建设和改革实践无可辩驳地证明，确保党的凝聚力创造力战斗力，关键在人，关键在（）。,人民,共产党,党员,领导干部,D
59,52663,单选题,4,2019年3月26日，习近平主席在巴黎出席中法全球治理论坛闭幕式时指出，要坚持正确（ ），以义为先、义利兼顾，构建命运与共的全球伙伴关系。,价值观,国家观,合作观,义利观,D
59,41993,单选题,4,2013年5月31日深化平安中国建设工作会议在（ ）召开，习近平总书记日前就建设平安中国作出重要启示。,江苏苏州,浙江杭州,山东青岛,福建厦门,A
