courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
2,18714,单选题,4,6月21日，国务院新闻办举行发布会，农业农村部部长韩长赋介绍，从2018年起，将每年( )设立为“中国农民丰收节”。“中国农民丰收节”是我国第一个在国家层面专门为农民设立的节日。农业农村部方面表示，这是全国性的广大农民参与的节日，各地区、各民族庆祝丰收的活动也将继续保留和传承，不会取消。,农历秋分,农历立秋,农历白露,农历处暑,A
2,437,单选题,3,（）是党性修养的重要内容。,组织纪律性,原则性,服从性,,A
2,18649,单选题,4,7月16日，我国高寒地区最长快速铁路—新建（）至（）铁路进入试运行阶段，预计9月初正式开通运营。,哈尔滨   佳木斯,长春    佳木斯,哈尔滨   漠河,长春    漠河,A
2,1056,单选题,4,习近平总书记在福建工作期间，十分重视提升福建省经济综合竞争力，他提出要加快（  ）建设，提高城市化水平。,小城市和小城镇,适度超前型,完全适应型,适度调整型,C
2,18538,单选题,4,通过长期野外观测，科学家在陕西延安的子午岭林区发现迄今最大的（ ）种群，同时证实陕西省子午岭林区和山西太行山林区分布着（ ）重要种群。,华南虎,东北虎,雪豹,华北豹,D
2,259,单选题,3,（ ）在他的著名诗词《七律·长征》中写道：“红军不怕远征难，万水千山只等闲。五岭逶迤腾细浪，乌蒙滂浡走泥丸。金沙水拍云崖暖，大渡桥横铁索寒。更喜岷山千里雪，三军过后尽开颜。”,周恩来,毛泽东,朱德,,B
2,18604,单选题,4,中央外事工作会议6月22日至23日在北京召开，习近平强调，外交是( )的集中体现，必须坚持外交大权在党中央。确保令行禁止、步调统一。,军事实力,经济实力,国家意志,地方诉求,C
2,612,单选题,3,申请入党的人，要填写入党志愿书，要有（ ）作介绍人，要经过支部大会通过和上级党组织批准，并且经过预备期的考察，才能成为正式党员。,两名预备党员,叁名正式党员,两名正式党员,,C
2,563,单选题,3,"凡是成立党的新组织,或是撤消党的原有组织,必须由（）决定。",上级党组织,县级以上党组织,上级党委,,A
2,9620,单选题,2,中国最早发现、命名南沙群岛，最早并持续对南沙群岛行使主权管辖。（）,对,错,,,A
2,484,单选题,3,党在长期实践中形成的优良传统和（）也是十分重要的党内规矩。,工作惯例,优良作风,先进文化,,A
2,9637,单选题,4,孔子思想传到欧洲后，（）被当时人称为欧洲的“孔夫子”。,莱布尼兹,狄德罗,伏尔泰,卢梭,C
2,270,单选题,3,福建籍红军将士中，担任红一军团侦察科长并走在大部队前面、被刘伯承称赞“功不可没”的是( )。,刘忠,张南生,郭化若,,A
2,9679,单选题,2,中国官场的腐败行为突出表现在：一是干预宏观经济，二是干预选人用人。（）,对,错,,,B
2,18659,单选题,4,从7月13日举行的央企扶贫基金重大示范项目签约仪式上了解到，央企贫困地区产业投资基金(央企扶贫基金)将在全国( )贫困县启动风力发电、现代畜牧养殖、眼科医疗等扶贫示范项目，助力贫困地区区域经济发展，带动贫困群众精准脱贫。本次签约仪式上，央企扶贫基金分别与中国广核集团有限公司和12个贫困县签订风力发电项目投资合作协议，与牧原食品股份有限公司和22个贫困县签订现代畜牧养殖项目投资合作协议，与何氏眼科集团公司和5个贫困县签订12个“眼科医疗·精准扶贫”项目投资合作协议。,38个,39个,40个,41个,B
2,7608,单选题,2,随着世界经济一体化的日益发展，国与国之间、区域与区域之间的经济合作成为世界经济发展的主要趋势。,对,错,,,A
2,18603,单选题,4,网络市场监管部际联席会议各成员单位决定于5—11月联合开展2018网络市场监管专项行动( )，重点打击网络侵权假冒、刷单炒信、虚假宣传、虚假违法广告等违法行为。,护苗行动,秋风行动,净网行动,网剑行动,D
2,18543,单选题,4,6月8日，全国“扫黄打非”办公室约谈网易云音乐、百度网盘、B站、猫耳FM、蜻蜓FM等多家网站负责人，要求各平台大力清理涉色情低俗问题的（ ）内容，加强对相关内容的监管和审核。,HTML,ASMR,CPPA,PTTP,B
2,9586,单选题,2,美国至今没有恢复其驻古巴大使馆。（）,对,错,,,B
2,617,单选题,3,现阶段我们党的统一战线是在中国共产党领导下由全体社会主义劳动者、社会主义事业的（ ）、拥护社会主义的爱国者、拥护祖国统一的爱国者组成的最广泛的爱国统一战线。,建设者,经营者,领导者,,A
