courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
50,77860,单选题,4,毛泽东在井冈山主持制定中国共产党历史上第一个土地法的时间是（）,1928年12月,1927年1月,1929年12月,1930年6月,A
50,28176,单选题,4,习近平在中国共产党第十八届中央纪律检查委员会第七次全体会议上强调，（   ）关系国家和民族的前途命运，必须以更大的决心、更大的气力、更大的勇气抓紧抓好。,经济发展,以人为本,把党建设好,和平发展,C
50,77859,单选题,4,党政领导干部应当正确行使人民赋予的权力，坚持原则，敢抓敢管，依法办事，清正廉洁，勤政为民，以身作则，艰苦朴素，俭节约，密切联系群众，坚持党的群众路线，自觉接受党和群众批评和监督，加强道德修养，讲党性、重品行、作表率，带头践行（）,共产主乂道德观,“三个代表＂重要思想,科学发展观,社会主义核心价值观,D
50,77862,单选题,4,毛泽东 在《论持久战》中指出，中国抗日战争取得 胜利最关 键的阶段是 (  ),战略防御阶段,战略相持阶段,战略反攻阶段,战略决战阶段,C
50,27998,单选题,4,2017年4月18日，中央全面深化改革领导小组第三十四次会议强调，探索建立以为（ ）手段的“三反”监管体制机制。,A、金融情报,B、资金监测,C、数据信息共享,D、完善法律制度,B
50,31865,单选题,4,1950年底至1952年春，中国共产党在党政机构工作人员中开展的运动是(),肃反运动,整风、整党运动,三反运动,五反运动,C
50,28026,单选题,4,2017年5月26日下午，中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习。习近平在主持学习时强调，要落实领导干部（ ）,A、任期生态保护责任制,B、任期生态补偿责任制,C、任期生态文明建设责任制,D、任期生态红线责任制,C
50,27999,单选题,4,2017年4月18日，中央全面深化改革领导小组第三十四次会议强调，探索建立以为（ ）基础的“三反”监管体制机制。,A、金融情报,B、资金监测,C、数据信息共享,D、完善法律制度,C
50,31871,单选题,4,2013年11月，作出《关于全面深化改革若干重大问题的决定》的会议是(),中共十八届一中全会,中共十八届二中全会,中共十八届三中全会,中共十八届四中全会,C
50,77851,单选题,4,"作风问题具有（），必须经常
抓、长期抓。",反复性和顽固性,隐蔽性和复杂性,显著性和蔓延性,腐蚀性和渗透性,A
50,77850,单选题,4,中国共产党党内斗争方针是（）。,残酷斗争,惩前毖后，治病救人 惩前毖后,批评和自我批评,实事求是,B
50,28022,单选题,4,2017年5月26日下午，中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习。习近平就推动形成绿色发展方式和生活方式提出（ ）项重点任务。,3,4,5,6,D
50,28000,单选题,4,2017年4月18日，中央全面深化改革领导小组第三十四次会议指出，要以（ ）为核心，完善固体废物进口管理制度，加强固体废物回收利用管理，发展循环经济。,A、维护国家生态环境安全和人民群众身体健康,B、分行业分种类,C、固体废物进口时间表,D、经济发展需要,A
50,27995,单选题,4,2017年4月18日，中央全面深化改革领导小组第三十四次会议指出，企业家是经济活动的重要主体，要营造（ ）的市场环境。,A、公平竞争、合法经营,B、自由竞争、扩大经营,C、公平竞争、诚信经营,D、合法经营、自由竞争,C
50,28018,单选题,4,2017年5月26日下午，中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习。习近平在主持学习时指出，推动形成绿色发展方式和生活方式，是（ ）的一场深刻革命。,A、生活观,B、社会观,C、世界观,D、发展观,D
50,77861,单选题,3,1980年11月，在中纪委召开的座谈会上，（）指出;“执政党的党风问题是有关党的生死存亡的问题”3,彭真,陈云,李先念,,A
50,27997,单选题,4,2017年4月18日，中央全面深化改革领导小组第三十四次会议强调，探索建立以为（ ）纽带的“三反”监管体制机制。,A、金融情报,B、资金监测,C、数据信息共享,D、完善法律制度,A
50,27989,单选题,4,2017年4月18日，中央全面深化改革领导小组第三十四次会议指出，促进（ ）现代农业经营体系加快发展。,农户家庭经营型,社会化服务型,合作与联合型,立体式复合型,D
50,28021,单选题,4,2017年5月26日下午，中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习。习近平在主持学习时指出，要坚持和贯彻新发展理念，正确处理经济发展和生态环境保护的关系，让良好生态环境成为展现我国良好形象的（ ）。,A、增长点,B、支撑点,C、发力点,D、着力点,C
50,28001,单选题,4,2017年4月18日，中央全面深化改革领导小组第三十四次会议强调，对省级人民政府履行教育职责进行评价，要坚持以（ ）为中心。,A、扩大办学规模,B、提高入学比率,C、增加经费投入,D、提高教育教学质量,D
50,49372,单选题,3,"我国在社会主义改造中,对资本主义工商业改造采取了（）的政策。",加工订货、经销代销、公私合营,利用、限制、改造,团结、帮助、合作,,B
50,28027,单选题,4,2017年5月26日下午，中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习。习近平在主持学习时强调，要实行领导干部（ ）,A、自然资源资产离任审计,B、自然资源资产任期核算,C、自然资源资产离任核算,D、自然资源资产任期登记,A
50,28174,单选题,4,2017年1月6日，习近平在中国共产党第十八届中央纪律检查委员会第七次全体会议上强调，要以新的认识指导新的实践，全面加强（   ）建设。,组织,纪律,作风,文化,C
50,28020,单选题,4,2017年5月26日下午，中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习。习近平在主持学习时指出，要坚持和贯彻新发展理念，正确处理经济发展和生态环境保护的关系，让良好生态环境成为经济社会持续健康发展的（ ）。,A、增长点,B、支撑点,C、发力点,D、着力点,B
50,392,单选题,3,"<p>
	既反保守又反冒进，在综合平衡中稳步前进的经济建设方针，是中国共产党在( )上提出的。
</p>",第七届二中全会,第八次代表大会,第十一届三中全会,,B
50,28028,单选题,4,2017年5月26日下午，中共中央政治局就推动形成绿色发展方式和生活方式进行第四十一次集体学习。习近平在主持学习时强调，要树立（ ）的资源观，用最少的资源环境代价取得最大的经济社会效益。,A、节约俭省利用,B、绿色环保利用,C、节约集约循环利用,D、合理开发利用,C
50,49315,单选题,3,党的八届九中全会正式决定对国民经济实行()的方针。,调整、巩固、充实、提高,彻底纠正“共产”风,调查研究,,A
50,28171,单选题,4,2017年1月6日，习近平在中国共产党第十八届中央纪律检查委员会第七次全体会2017年1月6日，习近平在中国共产党第十八届中央纪律检查委员会第七次全体会议上强调，要坚持共产党人的（ ）。,学习教育,文化自信,改革创新,个人能力,B
50,27993,单选题,4,2017年4月18日，中央全面深化改革领导小组第三十四次会议指出，（ ）是帮助农民、提高农民、富裕农民的重要途径。,完善财政税收政策,构建社会化服务体系,优化科技帮扶政策,构建培育新型农业经营主体政策体系,D
