courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
520,85053,单选题,4,全会提出，（）是全面建设社会主义现代化国家的首要任务。,传统发展,数字化发展,协调发展,高质量发展,D
520,85046,单选题,4,全会指出，应加快推进新型工业化，培育壮大先进制造业集群，推动制造业高端化、智能化、（）、自动化发展。,绿色化,合理化,系统化,协调化,A
520,85068,单选题,4,. 全会强调，（）是进一步全面深化改革、推进中国式现代化的根本保证。,构建人类命运共同体,党的领导,持续发展,打造法治社会,B
520,85052,单选题,4,全会指出，要毫不动摇巩固和发展公有制经济，毫不动摇鼓励、支持、引导（）发展，保证各种所有制经济依法平等使用生产要素、公平参与市场竞争、同等受到法律保护，促进各种所有制经济优势互补、共同发展。,集体经济,非公有制经济,混合经济,私营经济,B
520,85062,单选题,4,．全会提出，中国式现代化是（）文明和（）文明相协调的现代化。必须增强文化自信，发展社会主义先进文化，弘扬革命文化，传承中华优秀传统文化。,物质、精神,需求、精神,物质、传统,需求、传统,A
520,85027,单选题,4,二十届三中全会公报提出，中国式现代化是在改革开放中不断推进的，也必将在改革开放中开辟（）。,美好征程,广阔前景,广阔未来,远大前景,B
520,85051,单选题,4,全会提出，高水平社会主义市场经济体制是（）的重要保障。,国际化,创新,政治,中国式现代化,D
520,85059,单选题,4,.要稳步扩大制度型开放，深化外贸体制改革，深化外商投资和对外投资管理体制改革，优化区域开放布局，完善推进高质量共建（）机制。,文明共赏,发展,人类命运共同体,一带一路”,D
520,85032,单选题,4,.二十届三中全会公报提出：要更加注重（），更加注重突出重点，更加注重改革实效。,系统观念,系统集成,全局观念,大局观念,B
520,85048,单选题,4,中国式现代化是在（）中不断推进的，也必将在（）中开辟广阔前景。,创新,完善,改革开放,规划,C
520,85035,单选题,4,.到二〇三五年，全面建成（），中国特色社会主义制度更加完善。,法治国家,新质生产力,社会主义现代化强国,高水平社会主义市场经济体制,D
520,85036,单选题,4,.到（）年中华人民共和国成立八十周年时，完成本决定提出的改革任务。,2029,2030,2026,2027,A
520,85047,单选题,4,党的二十届三中全会认为：当前和今后一个时期是以中国式现代化全面推进强国建设、民族复兴伟业的（）。,稳定时期,持续时期,关键时期,暂停时期,C
520,85067,单选题,4,. 全会提出，国防和军队现代化是中国式现代化的重要组成部分。必须坚持党对人民军队的（），深入实施改革强军战略。,绝对领导,部分领导,绝对管理,部分管理,A
520,85054,单选题,4,. 全会指出，要健全因地制宜发展新质生产力体制机制，健全促进（）和（）深度融合制度，完善发展服务业体制机制，健全现代化基础设施建设体制机制，健全提升产业链供应链韧性和安全水平制度。,实体经济、数字经济,公有制经济、非公有制经济,创新经济、传统经济,文化经济、数字经济,A
520,85040,单选题,4,.二十届三中全会公报提出，要健全（）发展新质生产力体制机制，健全促进实体经济和数字经济深度融合制度，完善发展服务业体制机制，健全现代化基础设施建设体制机制，健全提升产业链供应链韧性和安全水平制度。,结合实际,协调推进,因地制宜,循序渐进,C
