courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
9,10869,单选题,4,一种新的社会制度具有巨大优越性的集中表现，在于（  ）,新社会制度能够得到人民群众的支持,新社会制度能够鼓舞人们的信心和斗志,新社会制度能够创造出比以往社会更高的劳动生产率,新社会制度能够更好地调节生产关系,C
9,10218,单选题,4,实现共产主义是全人类解放的（   ）,实际体现,客观体现,真实体现,根本体现,D
9,6963,单选题,4,感性认识和理性认识的区别是(),感性认识是可靠的，理性认识是不可靠的,感性认识来源于实践，理性认识来源于书本,感性认识是对现象的认识，理性认识是对本质的认识,感性认识来源于直接经验，理性认识来源于间接经验,C
9,2303,单选题,4,金融寡头在经济领域统治的实现手段主要是（       ）,个人联合,参与制,控制新闻出版等宣传工具,设立“民间机构”对政府施加影响,B
9,10200,单选题,4,“通过批判旧世界来发现新世界”是（  ）,空想社会主义预见未来社会的方法,马克思主义预见未来社会的方法,唯物主义预见未来社会的方法,唯心主义预见未来社会的方法,B
9,2332,单选题,4,下列哪项是属于国家资本的输出形式（）,加入世界贸易组织,签订环境保护协定,引入国外先进技术,政府的对外援助,D
9,24051,单选题,4,宋代诗人陆游在一首诗中说：“纸上得来终觉浅，绝知此事要躬行”。这是强调（）,读书不能获得真知,书本知识不能指导实践,一切知识都直接来源于实践,在实践中检验和发展真理,D
9,24022,单选题,4,下列社会发展各个系列属于经济社会形态的是（）,古代社会、近代社会、现代社会,传统社会、现代社会、后现代社会,奴隶社会、封建社会、资本主义社会,农业社会、工业社会、信息社会,C
9,24089,单选题,4,社会意识是（）,社会的政治生活过程,社会的教育活动过程,社会的精神生活过程,社会的普遍交往过程,C
9,1669,单选题,4,要正确实现理性认识到实践的飞跃，必须使理论为群众所掌握，化为群众的自觉行动。这是因为(     ),群众是人口中的大多数,群众是社会实践的主体,群众是意见都是正确的,群众的行动都是合理的,B
9,1618,单选题,4,阶级首先是一个（　　）,政治范畴,经济范畴.,思想范畴,法律范畴,B
9,6999,单选题,4,在认识过程中更为重要意义的飞跃是指( ),从外在形象到内在本质的飞跃,从个性认识到共性认识的飞跃,从肯定阶段到否定阶段的飞跃,从理性认识到实践的飞跃,D
9,22655,单选题,4,马克思主义最崇高的社会理想（ ）,实现共产主义,消灭特权、消灭阶级、消灭国家,实现个人的绝对自由,实现普遍人权,A
9,2452,单选题,4,科学社会主义创立的两大理论基石是剩余价值理论和（     ),劳动价值论,阶级分析学说,唯物史观,暴力革命论,C
9,24601,单选题,4,物质是第一性的，意识是第二性的。要得出这一结论（）,必须通过人的意识,根本不要通过人的意识,完全依赖于人的意识,纯粹依赖于自然物的存在,A
9,6980,单选题,4,真理和谬误的界限在于( ),是否符合人的利益和愿望,是否符合马克思主义,是否反映了客观事物的本质和规律,是否为大多数人所接受,C
9,7053,单选题,4,人类社会历史发展的决定力量是 (    ),生产方式,地理条件,社会意识,人口因素,A
9,24121,单选题,4,马克思主义认识论的首要的基本的观点是（）,客观实在性的观点,主体性的观点,反映的观点,实践的观点,D
