courseId,id,subType,optionCount,subDescript,option0,option1,option2,option3,answer
521,85802,单选题,4,.巴黎奥运会，中国体育代表团收获（   ）金（   ）银（   ）铜，取得我国自1984年全面参加夏季奥运会以来境外参赛历史最好成绩。,38；27；26,38；29；24,40；27；24,40；28；23,C
521,85490,单选题,4,偷窃、损毁图书馆或资料室的图书、资料，情节较轻的，给予严重警告处分；情节严重或重犯的，给予（）处分,留校察看以上,记过以上,严重警告以上,开除学籍,A
521,85485,单选题,4,学生有违反校规校纪的行为，但情节轻微，不足予以纪律处分的，由学生所在学院给予（），督促其改正错误,警告,严重警告,批评教育或书面通报批评,记过,C
521,85561,单选题,4,下列做法正确的有（   ）,将发热电器与可燃物留有安全距离,宿舍内配置1个随手泡,不使用烹煮电器,以上都是,D
521,85776,单选题,4,针对全球通胀高企带来的影响，以（）和（）为重点做好保供稳价,粮食 能源,能源 金融,粮食 金融,能源 数字,A
521,85127,单选题,4,为保障学生宿舍用电安全及电房安全，学生宿舍禁用明火，禁止使用功率大于（）的电器,200W,300W,1200W,2000W,C
521,85728,单选题,4,杭州第 19 届亚运会奖牌取名为（）。,湖山,山水,西子,玉琮,A
521,85512,单选题,4,具有下列情形之一者，不授予学士学位：①平均学分绩点小于2.0者；②剽窃、抄袭他人研究成果，由他人代替、替他撰写论文或买卖学术论文，情节严重者；③在学期间，违反校规校纪（含考试舞弊）受记过及以上处分者，且不符合《福建师范大学学士学位授予工作细则（修订）》第七条规定者。,①②,①③,①②③,②③,C
521,85805,单选题,4,.2024年8月3日，在巴黎奥运会网球女单决赛中，首次参加奥运会的中国队选手（   ）以2-0战胜克罗地亚队选手维基奇，摘得金牌。这是中国网球队夺得的首枚奥运会女单金牌。,王欣瑜,王曦雨,郑钦文,郑赛赛,C
521,85623,单选题,4,2020年3月4日，习近平总书记在中共中央政治局常务委员会上强调：要在扩大对外开放中推动复工复产，努力做好（）开拓多元化国际市场。,稳外贸、稳投资,引进来、走出去,内外联通,第三届进口博览会,A
521,85467,单选题,4,学生因病请假，不超过（ ）的由辅导员批准，超过（ ）的由辅导员审核、学院分管教学领导批准。,四天，四天,三天，三天,一周，一周,五天，五天,C
